"debate id","debate title","debate description","article title","post id","username","previous post id","text comment","text article","text event","arguments","sentence","paragraph"
"Dd001.txt","Are Same-Sex Colleges Still Relevant?","Do same-sex colleges play an important role in education, or are they outdated?","Sweet Briar Is Fighting an Up-Hill Battle","#1","C","NA","To what extent to we expect college to be preparation for the real world? I  experienced some sexism in college, but I thought of it as training for real  life. I might have to perform better than men -- or more consistently -- to get  the same recognition. But that strikes me as true about working life too. I  always thought of women's colleges (especially those nestled in rural areas) as  too removed from what you might experience after college. Maybe that's the  wrong way to think about it. Maybe college should be a place where nurturing  happens, rather than baptism by fire.

Anyway, there's something ineffably sad to me about Sweet Briar's closing. It's  like a world that's passing away.","Despite a beautiful campus, dedicated faculty, loyal alumnae and a significant  endowment, Sweet Briar College is closing after 114 years. Too few students  were choosing Sweet Briar, so the college discounted its tuition rate, a move  that exacerbated its financial problems but did not succeed in attracting  enough students.

As a small, rural, liberal arts women's college, Sweet Briar was fighting an  up-hill battle against many trends in higher education. Although all of these  variables probably contributed to the lack of student interest, President James  Jones, Jr. acknowledged that declining interest in single-sex education was  decisive in its demise. Data supports this conclusion: According to the Women's  College Coalition, the number of women's colleges declined from 230 to little  more than 40 in the last half-century.

By many measures, today's women are flourishing in higher education and do not  need a protected environment to develop their intellectual potential. Women are  enrolled in higher education at higher rates than men and achieve better  grades. Young women are at or near parity in many ""traditionally male""  professions including law and medicine.

While women are still underrepresented in positions of leadership and in some,  but not all, math-intensive disciplines, there is no data to support the myth  that single-sex colleges prepare women better to become leaders in our co-ed  world or that their graduates are more likely to choose math-intensive career  options.

The popular idea that single-sex education benefits women comes from anecdotes  about female leaders who were educated in an era when elite colleges did not  admit them. For example, Hillary Clinton attended Wellesley College, but she  also graduated from Yale Law School, which was co-ed.","Fighting ","['Sweet Briar ', 'an Up-Hill Battle ']","Sweet Briar Is Fighting an Up-Hill Battle . "," Sweet Briar Is Fighting an Up-Hill Battle ."
"Dd001.txt","Are Same-Sex Colleges Still Relevant?","Do same-sex colleges play an important role in education, or are they outdated?","Sweet Briar Is Fighting an Up-Hill Battle","#1","C","NA","To what extent to we expect college to be preparation for the real world? I  experienced some sexism in college, but I thought of it as training for real  life. I might have to perform better than men -- or more consistently -- to get  the same recognition. But that strikes me as true about working life too. I  always thought of women's colleges (especially those nestled in rural areas) as  too removed from what you might experience after college. Maybe that's the  wrong way to think about it. Maybe college should be a place where nurturing  happens, rather than baptism by fire.

Anyway, there's something ineffably sad to me about Sweet Briar's closing. It's  like a world that's passing away.","Despite a beautiful campus, dedicated faculty, loyal alumnae and a significant  endowment, Sweet Briar College is closing after 114 years. Too few students  were choosing Sweet Briar, so the college discounted its tuition rate, a move  that exacerbated its financial problems but did not succeed in attracting  enough students.

As a small, rural, liberal arts women's college, Sweet Briar was fighting an  up-hill battle against many trends in higher education. Although all of these  variables probably contributed to the lack of student interest, President James  Jones, Jr. acknowledged that declining interest in single-sex education was  decisive in its demise. Data supports this conclusion: According to the Women's  College Coalition, the number of women's colleges declined from 230 to little  more than 40 in the last half-century.

By many measures, today's women are flourishing in higher education and do not  need a protected environment to develop their intellectual potential. Women are  enrolled in higher education at higher rates than men and achieve better  grades. Young women are at or near parity in many ""traditionally male""  professions including law and medicine.

While women are still underrepresented in positions of leadership and in some,  but not all, math-intensive disciplines, there is no data to support the myth  that single-sex colleges prepare women better to become leaders in our co-ed  world or that their graduates are more likely to choose math-intensive career  options.

The popular idea that single-sex education benefits women comes from anecdotes  about female leaders who were educated in an era when elite colleges did not  admit them. For example, Hillary Clinton attended Wellesley College, but she  also graduated from Yale Law School, which was co-ed.","closing ","['Sweet Briar College ', 'after 114 years ']","Despite a beautiful campus , dedicated faculty , loyal alumnae and a significant endowment , Sweet Briar College is closing after 114 years . "," Despite a beautiful campus , dedicated faculty , loyal alumnae and a significant endowment , Sweet Briar College is closing after 114 years . Too few students were choosing Sweet Briar , so the college discounted its tuition rate , a move that exacerbated its financial problems but did not succeed in attracting enough students ."
"Dd001.txt","Are Same-Sex Colleges Still Relevant?","Do same-sex colleges play an important role in education, or are they outdated?","Sweet Briar Is Fighting an Up-Hill Battle","#1","C","NA","To what extent to we expect college to be preparation for the real world? I  experienced some sexism in college, but I thought of it as training for real  life. I might have to perform better than men -- or more consistently -- to get  the same recognition. But that strikes me as true about working life too. I  always thought of women's colleges (especially those nestled in rural areas) as  too removed from what you might experience after college. Maybe that's the  wrong way to think about it. Maybe college should be a place where nurturing  happens, rather than baptism by fire.

Anyway, there's something ineffably sad to me about Sweet Briar's closing. It's  like a world that's passing away.","Despite a beautiful campus, dedicated faculty, loyal alumnae and a significant  endowment, Sweet Briar College is closing after 114 years. Too few students  were choosing Sweet Briar, so the college discounted its tuition rate, a move  that exacerbated its financial problems but did not succeed in attracting  enough students.

As a small, rural, liberal arts women's college, Sweet Briar was fighting an  up-hill battle against many trends in higher education. Although all of these  variables probably contributed to the lack of student interest, President James  Jones, Jr. acknowledged that declining interest in single-sex education was  decisive in its demise. Data supports this conclusion: According to the Women's  College Coalition, the number of women's colleges declined from 230 to little  more than 40 in the last half-century.

By many measures, today's women are flourishing in higher education and do not  need a protected environment to develop their intellectual potential. Women are  enrolled in higher education at higher rates than men and achieve better  grades. Young women are at or near parity in many ""traditionally male""  professions including law and medicine.

While women are still underrepresented in positions of leadership and in some,  but not all, math-intensive disciplines, there is no data to support the myth  that single-sex colleges prepare women better to become leaders in our co-ed  world or that their graduates are more likely to choose math-intensive career  options.

The popular idea that single-sex education benefits women comes from anecdotes  about female leaders who were educated in an era when elite colleges did not  admit them. For example, Hillary Clinton attended Wellesley College, but she  also graduated from Yale Law School, which was co-ed.","choosing ","['Too few students ', 'Sweet Briar ']","Too few students were choosing Sweet Briar , so the college discounted its tuition rate , a move that exacerbated its financial problems but did not succeed in attracting enough students . "," Despite a beautiful campus , dedicated faculty , loyal alumnae and a significant endowment , Sweet Briar College is closing after 114 years . Too few students were choosing Sweet Briar , so the college discounted its tuition rate , a move that exacerbated its financial problems but did not succeed in attracting enough students ."
"Dd001.txt","Are Same-Sex Colleges Still Relevant?","Do same-sex colleges play an important role in education, or are they outdated?","Sweet Briar Is Fighting an Up-Hill Battle","#1","C","NA","To what extent to we expect college to be preparation for the real world? I  experienced some sexism in college, but I thought of it as training for real  life. I might have to perform better than men -- or more consistently -- to get  the same recognition. But that strikes me as true about working life too. I  always thought of women's colleges (especially those nestled in rural areas) as  too removed from what you might experience after college. Maybe that's the  wrong way to think about it. Maybe college should be a place where nurturing  happens, rather than baptism by fire.

Anyway, there's something ineffably sad to me about Sweet Briar's closing. It's  like a world that's passing away.","Despite a beautiful campus, dedicated faculty, loyal alumnae and a significant  endowment, Sweet Briar College is closing after 114 years. Too few students  were choosing Sweet Briar, so the college discounted its tuition rate, a move  that exacerbated its financial problems but did not succeed in attracting  enough students.

As a small, rural, liberal arts women's college, Sweet Briar was fighting an  up-hill battle against many trends in higher education. Although all of these  variables probably contributed to the lack of student interest, President James  Jones, Jr. acknowledged that declining interest in single-sex education was  decisive in its demise. Data supports this conclusion: According to the Women's  College Coalition, the number of women's colleges declined from 230 to little  more than 40 in the last half-century.

By many measures, today's women are flourishing in higher education and do not  need a protected environment to develop their intellectual potential. Women are  enrolled in higher education at higher rates than men and achieve better  grades. Young women are at or near parity in many ""traditionally male""  professions including law and medicine.

While women are still underrepresented in positions of leadership and in some,  but not all, math-intensive disciplines, there is no data to support the myth  that single-sex colleges prepare women better to become leaders in our co-ed  world or that their graduates are more likely to choose math-intensive career  options.

The popular idea that single-sex education benefits women comes from anecdotes  about female leaders who were educated in an era when elite colleges did not  admit them. For example, Hillary Clinton attended Wellesley College, but she  also graduated from Yale Law School, which was co-ed.","discounted ","['the college ', 'its tuition rate ']","Too few students were choosing Sweet Briar , so the college discounted its tuition rate , a move that exacerbated its financial problems but did not succeed in attracting enough students . "," Despite a beautiful campus , dedicated faculty , loyal alumnae and a significant endowment , Sweet Briar College is closing after 114 years . Too few students were choosing Sweet Briar , so the college discounted its tuition rate , a move that exacerbated its financial problems but did not succeed in attracting enough students ."
"Dd001.txt","Are Same-Sex Colleges Still Relevant?","Do same-sex colleges play an important role in education, or are they outdated?","Sweet Briar Is Fighting an Up-Hill Battle","#1","C","NA","To what extent to we expect college to be preparation for the real world? I  experienced some sexism in college, but I thought of it as training for real  life. I might have to perform better than men -- or more consistently -- to get  the same recognition. But that strikes me as true about working life too. I  always thought of women's colleges (especially those nestled in rural areas) as  too removed from what you might experience after college. Maybe that's the  wrong way to think about it. Maybe college should be a place where nurturing  happens, rather than baptism by fire.

Anyway, there's something ineffably sad to me about Sweet Briar's closing. It's  like a world that's passing away.","Despite a beautiful campus, dedicated faculty, loyal alumnae and a significant  endowment, Sweet Briar College is closing after 114 years. Too few students  were choosing Sweet Briar, so the college discounted its tuition rate, a move  that exacerbated its financial problems but did not succeed in attracting  enough students.

As a small, rural, liberal arts women's college, Sweet Briar was fighting an  up-hill battle against many trends in higher education. Although all of these  variables probably contributed to the lack of student interest, President James  Jones, Jr. acknowledged that declining interest in single-sex education was  decisive in its demise. Data supports this conclusion: According to the Women's  College Coalition, the number of women's colleges declined from 230 to little  more than 40 in the last half-century.

By many measures, today's women are flourishing in higher education and do not  need a protected environment to develop their intellectual potential. Women are  enrolled in higher education at higher rates than men and achieve better  grades. Young women are at or near parity in many ""traditionally male""  professions including law and medicine.

While women are still underrepresented in positions of leadership and in some,  but not all, math-intensive disciplines, there is no data to support the myth  that single-sex colleges prepare women better to become leaders in our co-ed  world or that their graduates are more likely to choose math-intensive career  options.

The popular idea that single-sex education benefits women comes from anecdotes  about female leaders who were educated in an era when elite colleges did not  admit them. For example, Hillary Clinton attended Wellesley College, but she  also graduated from Yale Law School, which was co-ed.","exacerbated ","['a move ', 'its financial problems ']","Too few students were choosing Sweet Briar , so the college discounted its tuition rate , a move that exacerbated its financial problems but did not succeed in attracting enough students . "," Despite a beautiful campus , dedicated faculty , loyal alumnae and a significant endowment , Sweet Briar College is closing after 114 years . Too few students were choosing Sweet Briar , so the college discounted its tuition rate , a move that exacerbated its financial problems but did not succeed in attracting enough students ."
"Dd001.txt","Are Same-Sex Colleges Still Relevant?","Do same-sex colleges play an important role in education, or are they outdated?","Sweet Briar Is Fighting an Up-Hill Battle","#1","C","NA","To what extent to we expect college to be preparation for the real world? I  experienced some sexism in college, but I thought of it as training for real  life. I might have to perform better than men -- or more consistently -- to get  the same recognition. But that strikes me as true about working life too. I  always thought of women's colleges (especially those nestled in rural areas) as  too removed from what you might experience after college. Maybe that's the  wrong way to think about it. Maybe college should be a place where nurturing  happens, rather than baptism by fire.

Anyway, there's something ineffably sad to me about Sweet Briar's closing. It's  like a world that's passing away.","Despite a beautiful campus, dedicated faculty, loyal alumnae and a significant  endowment, Sweet Briar College is closing after 114 years. Too few students  were choosing Sweet Briar, so the college discounted its tuition rate, a move  that exacerbated its financial problems but did not succeed in attracting  enough students.

As a small, rural, liberal arts women's college, Sweet Briar was fighting an  up-hill battle against many trends in higher education. Although all of these  variables probably contributed to the lack of student interest, President James  Jones, Jr. acknowledged that declining interest in single-sex education was  decisive in its demise. Data supports this conclusion: According to the Women's  College Coalition, the number of women's colleges declined from 230 to little  more than 40 in the last half-century.

By many measures, today's women are flourishing in higher education and do not  need a protected environment to develop their intellectual potential. Women are  enrolled in higher education at higher rates than men and achieve better  grades. Young women are at or near parity in many ""traditionally male""  professions including law and medicine.

While women are still underrepresented in positions of leadership and in some,  but not all, math-intensive disciplines, there is no data to support the myth  that single-sex colleges prepare women better to become leaders in our co-ed  world or that their graduates are more likely to choose math-intensive career  options.

The popular idea that single-sex education benefits women comes from anecdotes  about female leaders who were educated in an era when elite colleges did not  admit them. For example, Hillary Clinton attended Wellesley College, but she  also graduated from Yale Law School, which was co-ed.","attracting ","['Sweet Briar ', 'enough students ']","Too few students were choosing Sweet Briar , so the college discounted its tuition rate , a move that exacerbated its financial problems but did not succeed in attracting enough students . "," Despite a beautiful campus , dedicated faculty , loyal alumnae and a significant endowment , Sweet Briar College is closing after 114 years . Too few students were choosing Sweet Briar , so the college discounted its tuition rate , a move that exacerbated its financial problems but did not succeed in attracting enough students ."
"Dd001.txt","Are Same-Sex Colleges Still Relevant?","Do same-sex colleges play an important role in education, or are they outdated?","Sweet Briar Is Fighting an Up-Hill Battle","#1","C","NA","To what extent to we expect college to be preparation for the real world? I  experienced some sexism in college, but I thought of it as training for real  life. I might have to perform better than men -- or more consistently -- to get  the same recognition. But that strikes me as true about working life too. I  always thought of women's colleges (especially those nestled in rural areas) as  too removed from what you might experience after college. Maybe that's the  wrong way to think about it. Maybe college should be a place where nurturing  happens, rather than baptism by fire.

Anyway, there's something ineffably sad to me about Sweet Briar's closing. It's  like a world that's passing away.","Despite a beautiful campus, dedicated faculty, loyal alumnae and a significant  endowment, Sweet Briar College is closing after 114 years. Too few students  were choosing Sweet Briar, so the college discounted its tuition rate, a move  that exacerbated its financial problems but did not succeed in attracting  enough students.

As a small, rural, liberal arts women's college, Sweet Briar was fighting an  up-hill battle against many trends in higher education. Although all of these  variables probably contributed to the lack of student interest, President James  Jones, Jr. acknowledged that declining interest in single-sex education was  decisive in its demise. Data supports this conclusion: According to the Women's  College Coalition, the number of women's colleges declined from 230 to little  more than 40 in the last half-century.

By many measures, today's women are flourishing in higher education and do not  need a protected environment to develop their intellectual potential. Women are  enrolled in higher education at higher rates than men and achieve better  grades. Young women are at or near parity in many ""traditionally male""  professions including law and medicine.

While women are still underrepresented in positions of leadership and in some,  but not all, math-intensive disciplines, there is no data to support the myth  that single-sex colleges prepare women better to become leaders in our co-ed  world or that their graduates are more likely to choose math-intensive career  options.

The popular idea that single-sex education benefits women comes from anecdotes  about female leaders who were educated in an era when elite colleges did not  admit them. For example, Hillary Clinton attended Wellesley College, but she  also graduated from Yale Law School, which was co-ed.","fighting ","['an up-hill battle ', 'against many trends in higher education ', 'Sweet Briar ']","As a small , rural , liberal arts women 's college , Sweet Briar was fighting an up-hill battle against many trends in higher education . "," As a small , rural , liberal arts women 's college , Sweet Briar was fighting an up-hill battle against many trends in higher education . Although all of these variables probably contributed to the lack of student interest , President James Jones , Jr. acknowledged that declining interest in single-sex education was decisive in its demise . Data supports this conclusion : According to the Women 's College Coalition , the number of women 's colleges declined from 230 to little more than 40 in the last half-century ."
"Dd001.txt","Are Same-Sex Colleges Still Relevant?","Do same-sex colleges play an important role in education, or are they outdated?","Sweet Briar Is Fighting an Up-Hill Battle","#1","C","NA","To what extent to we expect college to be preparation for the real world? I  experienced some sexism in college, but I thought of it as training for real  life. I might have to perform better than men -- or more consistently -- to get  the same recognition. But that strikes me as true about working life too. I  always thought of women's colleges (especially those nestled in rural areas) as  too removed from what you might experience after college. Maybe that's the  wrong way to think about it. Maybe college should be a place where nurturing  happens, rather than baptism by fire.

Anyway, there's something ineffably sad to me about Sweet Briar's closing. It's  like a world that's passing away.","Despite a beautiful campus, dedicated faculty, loyal alumnae and a significant  endowment, Sweet Briar College is closing after 114 years. Too few students  were choosing Sweet Briar, so the college discounted its tuition rate, a move  that exacerbated its financial problems but did not succeed in attracting  enough students.

As a small, rural, liberal arts women's college, Sweet Briar was fighting an  up-hill battle against many trends in higher education. Although all of these  variables probably contributed to the lack of student interest, President James  Jones, Jr. acknowledged that declining interest in single-sex education was  decisive in its demise. Data supports this conclusion: According to the Women's  College Coalition, the number of women's colleges declined from 230 to little  more than 40 in the last half-century.

By many measures, today's women are flourishing in higher education and do not  need a protected environment to develop their intellectual potential. Women are  enrolled in higher education at higher rates than men and achieve better  grades. Young women are at or near parity in many ""traditionally male""  professions including law and medicine.

While women are still underrepresented in positions of leadership and in some,  but not all, math-intensive disciplines, there is no data to support the myth  that single-sex colleges prepare women better to become leaders in our co-ed  world or that their graduates are more likely to choose math-intensive career  options.

The popular idea that single-sex education benefits women comes from anecdotes  about female leaders who were educated in an era when elite colleges did not  admit them. For example, Hillary Clinton attended Wellesley College, but she  also graduated from Yale Law School, which was co-ed.","contributed ","['Although all of these variables ', 'to the lack of student interest ']","Although all of these variables probably contributed to the lack of student interest , President James Jones , Jr. acknowledged that declining interest in single-sex education was decisive in its demise . "," As a small , rural , liberal arts women 's college , Sweet Briar was fighting an up-hill battle against many trends in higher education . Although all of these variables probably contributed to the lack of student interest , President James Jones , Jr. acknowledged that declining interest in single-sex education was decisive in its demise . Data supports this conclusion : According to the Women 's College Coalition , the number of women 's colleges declined from 230 to little more than 40 in the last half-century ."
"Dd001.txt","Are Same-Sex Colleges Still Relevant?","Do same-sex colleges play an important role in education, or are they outdated?","Sweet Briar Is Fighting an Up-Hill Battle","#1","C","NA","To what extent to we expect college to be preparation for the real world? I  experienced some sexism in college, but I thought of it as training for real  life. I might have to perform better than men -- or more consistently -- to get  the same recognition. But that strikes me as true about working life too. I  always thought of women's colleges (especially those nestled in rural areas) as  too removed from what you might experience after college. Maybe that's the  wrong way to think about it. Maybe college should be a place where nurturing  happens, rather than baptism by fire.

Anyway, there's something ineffably sad to me about Sweet Briar's closing. It's  like a world that's passing away.","Despite a beautiful campus, dedicated faculty, loyal alumnae and a significant  endowment, Sweet Briar College is closing after 114 years. Too few students  were choosing Sweet Briar, so the college discounted its tuition rate, a move  that exacerbated its financial problems but did not succeed in attracting  enough students.

As a small, rural, liberal arts women's college, Sweet Briar was fighting an  up-hill battle against many trends in higher education. Although all of these  variables probably contributed to the lack of student interest, President James  Jones, Jr. acknowledged that declining interest in single-sex education was  decisive in its demise. Data supports this conclusion: According to the Women's  College Coalition, the number of women's colleges declined from 230 to little  more than 40 in the last half-century.

By many measures, today's women are flourishing in higher education and do not  need a protected environment to develop their intellectual potential. Women are  enrolled in higher education at higher rates than men and achieve better  grades. Young women are at or near parity in many ""traditionally male""  professions including law and medicine.

While women are still underrepresented in positions of leadership and in some,  but not all, math-intensive disciplines, there is no data to support the myth  that single-sex colleges prepare women better to become leaders in our co-ed  world or that their graduates are more likely to choose math-intensive career  options.

The popular idea that single-sex education benefits women comes from anecdotes  about female leaders who were educated in an era when elite colleges did not  admit them. For example, Hillary Clinton attended Wellesley College, but she  also graduated from Yale Law School, which was co-ed.","decisive ","['in its demise ', 'declining interest in single-sex education ']","Although all of these variables probably contributed to the lack of student interest , President James Jones , Jr. acknowledged that declining interest in single-sex education was decisive in its demise . "," As a small , rural , liberal arts women 's college , Sweet Briar was fighting an up-hill battle against many trends in higher education . Although all of these variables probably contributed to the lack of student interest , President James Jones , Jr. acknowledged that declining interest in single-sex education was decisive in its demise . Data supports this conclusion : According to the Women 's College Coalition , the number of women 's colleges declined from 230 to little more than 40 in the last half-century ."
"Dd001.txt","Are Same-Sex Colleges Still Relevant?","Do same-sex colleges play an important role in education, or are they outdated?","Sweet Briar Is Fighting an Up-Hill Battle","#1","C","NA","To what extent to we expect college to be preparation for the real world? I  experienced some sexism in college, but I thought of it as training for real  life. I might have to perform better than men -- or more consistently -- to get  the same recognition. But that strikes me as true about working life too. I  always thought of women's colleges (especially those nestled in rural areas) as  too removed from what you might experience after college. Maybe that's the  wrong way to think about it. Maybe college should be a place where nurturing  happens, rather than baptism by fire.

Anyway, there's something ineffably sad to me about Sweet Briar's closing. It's  like a world that's passing away.","Despite a beautiful campus, dedicated faculty, loyal alumnae and a significant  endowment, Sweet Briar College is closing after 114 years. Too few students  were choosing Sweet Briar, so the college discounted its tuition rate, a move  that exacerbated its financial problems but did not succeed in attracting  enough students.

As a small, rural, liberal arts women's college, Sweet Briar was fighting an  up-hill battle against many trends in higher education. Although all of these  variables probably contributed to the lack of student interest, President James  Jones, Jr. acknowledged that declining interest in single-sex education was  decisive in its demise. Data supports this conclusion: According to the Women's  College Coalition, the number of women's colleges declined from 230 to little  more than 40 in the last half-century.

By many measures, today's women are flourishing in higher education and do not  need a protected environment to develop their intellectual potential. Women are  enrolled in higher education at higher rates than men and achieve better  grades. Young women are at or near parity in many ""traditionally male""  professions including law and medicine.

While women are still underrepresented in positions of leadership and in some,  but not all, math-intensive disciplines, there is no data to support the myth  that single-sex colleges prepare women better to become leaders in our co-ed  world or that their graduates are more likely to choose math-intensive career  options.

The popular idea that single-sex education benefits women comes from anecdotes  about female leaders who were educated in an era when elite colleges did not  admit them. For example, Hillary Clinton attended Wellesley College, but she  also graduated from Yale Law School, which was co-ed.","declined ","[""the number of women 's colleges "", 'from 230 ', 'to little more than 40 ', 'in the last half-century ']","Data supports this conclusion : According to the Women 's College Coalition , the number of women 's colleges declined from 230 to little more than 40 in the last half-century . "," As a small , rural , liberal arts women 's college , Sweet Briar was fighting an up-hill battle against many trends in higher education . Although all of these variables probably contributed to the lack of student interest , President James Jones , Jr. acknowledged that declining interest in single-sex education was decisive in its demise . Data supports this conclusion : According to the Women 's College Coalition , the number of women 's colleges declined from 230 to little more than 40 in the last half-century ."
